InvoiceNo,InvoiceRevenue,InvoiceQuantity
556055,358.0,200
552235,313.3,197
552779,194.63,77
552456,335.64,262
555632,509.2,280
559128,193.29,103
560437,218.62,100
557976,158.99,129
558876,345.72,189
557131,217.4,60
559202,781.03,725
561119,233.51,71
563699,680.24,322
564437,472.54,361
565971,282.68,179
568070,717.36,424
563096,324.72,184
564855,307.42,338
568174,134.15,43
565438,161.05,77
565441,110.04,57
565478,193.32,137
563842,430.35,151
567408,105.9,82
566226,204.6,52
568327,487.74,327
563061,471.32,424
563733,574.31,339
566442,308.89,175
569142,25.2,12
572755,320.12,273
573344,163.25,104
570796,110.03,86
573891,825.81,426
572330,238.25,121
574474,237.87,111
570097,7630.56,4176
572925,228.22,136
576677,319.86,143
577087,149.6,10
578350,306.35,205
579412,333.92,182
578849,187.9,52
576849,23.55,7
575305,336.4,178
579439,298.48,120
579870,292.41,99
577121,800.96,514
581379,212.51,101
538280,612.1,418
540033,871.48,526
540362,162.7,113
541916,241.86,102
537153,606.05,407
537655,111.15,57
536526,301.24,94
538994,422.7,82
537226,113.48,86
537139,33.15,25
541220,16774.72,6198
545690,427.03,185
543464,364.32,308
542641,203.8,36
547934,257.2,157
543777,252.29,130
542519,564.5,224
543485,118.95,27
549907,313.8,44
553462,563.61,267
555400,5913.9,1330
556207,128.76,110
553739,1073.09,361
550149,330.34,214
556125,303.62,136
549988,431.65,221
552957,2557.88,2794
557892,419.19,197
561320,191.89,103
561356,231.35,87
560876,1159.06,522
557748,86.65,32
557958,305.7,166
559436,110.49,209
558443,403.44,200
556680,306.46,132
558417,2822.74,2086
566587,347.74,266
569211,270.8,87
566788,1702.94,917
568165,789.77,264
564495,303.78,92
568137,553.39,169
573331,102.01,55
574722,378.76,376
569723,89.8,28
571244,231.17,154
572512,262.7,189
574573,161.29,67
571657,205.57,105
570877,249.6,120
574087,114.2,56
569518,127.85,55
570884,273.78,92
576237,65.4,12
575654,299.21,115
575205,237.6,48
575517,337.02,110
575333,599.95,357
575961,125.48,36
575212,306.58,172
577488,575.76,188
576356,243.14,106
578353,184.2,108
576090,3174.4,1376
580520,428.45,246
581430,92.24,48
580193,301.63,70
574041,19.92,24
536860,254.4,108
540248,583.45,184
537636,172.0,32
537176,128.55,69
537179,806.28,284
542731,219.52,324
545699,220.77,196
545838,100.97,49
547069,238.24,256
546732,139.35,104
547073,345.82,168
549121,454.12,296
548728,903.01,835
544476,328.88,240
547877,165.83,41
548870,129.18,58
543251,516.95,217
546426,285.33,301
544444,383.95,351
545148,308.44,204
544179,321.25,219
547639,154.95,93
544041,375.56,180
542907,313.85,75
546263,461.6,218
544075,3506.24,1932
543291,143.92,16
549754,314.52,380
555203,354.82,160
551809,3566.14,1498
553125,507.14,212
555501,241.48,90
554513,342.46,250
554936,100.2,84
555540,302.81,160
555916,181.63,39
550483,42.4,18
551944,110.38,51
550338,84.65,25
559171,377.61,195
562772,636.75,190
558105,380.35,271
562049,267.72,172
559062,553.92,948
560723,380.33,310
559150,224.79,59
559341,443.2,214
561388,3680.4,2208
561686,505.25,257
562616,347.64,452
559370,185.51,223
563617,503.44,322
565381,429.38,137
567475,242.16,164
564717,130.8,72
565756,503.08,224
566912,990.15,503
568082,1308.82,556
568219,116.12,88
572030,749.1,418
571847,494.91,256
574091,302.22,454
571701,948.16,632
573007,388.76,122
570024,285.19,97
570818,546.56,341
569825,270.25,97
570880,359.6,247
576686,365.98,329
578045,128.18,65
578024,639.2,341
574892,654.0,466
580688,142.35,43
581407,207.35,123
581251,177.9,52
577084,282.25,43
543907,102.62,59
538714,275.45,137
540543,380.68,171
539993,307.3,171
541788,307.6,160
540096,476.48,624
543984,549.04,432
545004,741.26,512
545153,200.4,77
546913,248.29,240
547401,198.02,112
544926,105.2,32
548410,413.4,132
544059,120.16,52
549985,1103.73,553
553856,191.11,141
556120,290.2,521
551183,169.5,114
550527,1411.67,628
556279,215.39,59
554497,537.5,392
562912,205.32,149
556746,32.55,15
558919,455.45,235
559745,113.07,47
561074,303.75,137
562576,228.58,145
556788,414.1,133
560883,452.71,793
567341,982.0,582
569005,493.76,465
567328,345.03,129
566294,449.66,150
568381,329.94,522
566305,523.25,223
569261,615.91,359
569839,2327.0,1300
570430,181.09,147
571442,1279.01,651
573126,335.55,219
573508,317.82,85
569567,105.3,40
572682,134.28,94
574681,317.8,268
573160,302.09,132
572331,731.5,478
580048,134.43,97
578017,228.8,113
575336,147.59,127
578937,440.98,225
578281,213.8,74
578530,301.14,138
579285,160.35,24
580158,269.96,196
581453,312.74,454
580720,352.08,164
581399,200.5,198
561221,214.82,110
537193,429.4,226
538634,466.49,237
541265,423.6,221
541134,643.6,368
539118,270.19,315
540983,1289.5,290
537861,120.65,47
536786,324.0,144
538519,31.3,6
544305,205.5,48
546784,633.1,352
545075,319.9,168
546113,146.18,157
548706,231.3,106
544603,634.2,96
544158,132.6,64
545448,15.3,6
545314,559.12,171
547516,385.8,44
542429,335.82,198
545696,222.05,111
544411,341.7,186
553686,1414.36,636
554283,1044.54,494
554826,232.5,88
556126,338.0,245
549569,280.66,287
550829,293.2,107
551342,318.3,206
552263,265.75,51
554008,131.7,66
555628,387.88,148
553579,19.8,12
554809,196.73,92
553900,89.0,20
558458,125.95,14
560557,110.23,25
560700,157.71,108
558382,322.53,261
560937,213.67,122
557066,301.88,199
561097,397.2,196
557126,115.15,83
560978,480.62,446
559940,791.7,262
563037,469.25,340
568142,221.07,91
567657,124.38,63
566194,298.9,90
566249,473.3,202
567473,458.79,165
566713,411.81,345
564132,780.0,1288
567807,219.93,128
564149,300.9,42
567856,56.3,48
563111,384.6,250
570082,1055.44,1299
570445,12.12,13
570964,1319.01,884
574182,308.76,372
571694,284.68,160
570168,610.36,851
573027,533.18,250
569571,2487.4,2788
573022,245.3,102
579472,277.48,172
579430,190.78,128
577137,325.44,96
577613,805.2,614
579157,213.3,200
575736,223.68,149
577696,154.35,116
579416,604.86,233
576318,249.15,124
578310,313.52,160
578335,417.56,244
581570,224.95,96
580600,146.01,147
580213,154.97,79
580159,77.5,38
537397,244.2,164
541275,121.2,48
545470,137.1,97
544312,8.25,3
538163,257.95,116
540014,338.83,154
541279,635.8,356
537313,123.15,21
542247,305.55,115
537156,236.25,75
537738,287.08,144
537595,109.82,43
543828,2024.57,939
544644,513.06,266
548666,1260.15,671
543245,121.23,46
543256,123.21,95
545053,318.03,209
546687,422.43,285
545417,576.0,222
543746,324.25,85
545991,896.71,565
544941,169.94,120
547028,422.3,135
545018,302.86,234
553750,358.22,210
550723,115.43,57
551994,437.52,276
554561,207.3,76
550835,790.02,387
555499,289.46,147
551548,446.62,218
552963,270.69,219
556009,302.54,178
550277,486.1,201
551859,230.03,301
554955,120.7,56
555820,304.72,196
557595,475.86,160
559133,701.93,581
557263,5683.06,4718
558861,1067.88,486
558906,431.97,556
562839,123.21,69
563023,534.34,210
562730,477.46,662
556809,223.48,82
561863,411.74,421
561046,452.0,340
558703,306.75,239
559200,361.11,233
561042,361.22,256
559883,56.18,82
564335,452.39,224
564158,250.86,186
565372,162.72,48
563736,336.24,88
567852,4117.4,784
567295,313.1,178
567307,573.2,290
569579,409.08,356
570210,283.18,126
574326,310.28,381
571544,225.6,200
574662,493.62,224
569894,188.22,156
569968,224.76,137
572130,107.46,197
573116,409.44,380
573384,573.09,287
573898,193.38,57
570167,824.41,617
570699,211.0,121
569580,185.87,107
572764,303.85,59
570795,149.52,48
575146,2328.84,1402
577507,225.44,129
575668,108.4,61
578074,797.71,473
575509,471.0,256
581433,1084.14,806
580126,654.37,323
581404,635.08,322
574064,313.74,214
538860,115.35,52
537332,322.8,120
538660,1228.4,419
539099,403.61,256
540415,523.05,365
537846,201.6,130
541684,1761.18,1126
537653,247.33,80
538186,201.75,77
538053,1571.32,675
538203,186.6,116
542382,204.77,83
540770,145.75,49
539452,741.22,266
543028,304.9,184
542710,558.36,684
546127,411.18,158
548468,118.25,31
544691,723.63,417
544107,173.05,91
545533,475.44,343
545038,65.13,38
552051,415.02,349
555251,346.98,343
553055,341.52,132
554485,37.45,3
555569,793.08,363
555491,333.0,104
549309,215.34,234
557954,817.83,257
557034,421.08,336
559527,149.02,67
557279,226.39,167
559691,795.56,498
562567,100.4,140
564554,157.18,124
565443,891.82,509
566495,811.24,804
567912,353.2,536
568367,600.99,402
565429,182.12,57
566236,175.4,60
564060,453.79,307
567635,686.48,416
566816,2377.9,1060
563073,319.34,374
566058,183.92,200
563112,304.63,284
566817,801.94,1012
563690,303.21,155
564710,287.85,219
568880,100.4,79
563913,458.9,148
569799,428.89,267
570186,639.69,353
570776,626.92,276
571934,324.39,287
571117,429.42,318
572090,258.48,292
572236,81.02,29
578993,239.14,168
578085,294.88,189
575894,220.7,787
576384,162.82,54
575756,155.37,92
579003,231.95,166
579135,275.14,210
580221,312.1,160
580188,975.43,510
581438,346.92,268
580280,318.06,110
580742,1225.0,700
551978,292.11,57
536777,138.1,97
538014,656.7,150
541972,431.63,325
537206,85.55,25
538087,60.0,16
543808,132.25,77
548702,244.5,151
544826,18.75,7
547510,1251.48,826
543693,128.8,64
546639,309.34,238
551268,201.19,291
552268,426.84,290
551533,164.86,77
551876,313.4,136
551013,191.4,34
561363,218.44,124
559699,192.8,77
556883,353.43,135
558368,960.08,803
562688,1510.49,985
557217,1987.19,1259
561583,385.14,177
562033,340.74,146
561147,317.82,674
558773,86.02,26
566566,433.93,106
567206,589.6,230
567297,718.21,402
568910,451.44,416
567747,389.76,48
568151,302.2,139
566732,378.45,183
567204,765.15,325
566849,734.24,552
566023,496.44,424
566246,1028.04,396
569715,503.64,533
571189,556.7,882
570179,898.14,500
573353,225.94,105
571064,84.4,25
573076,878.98,576
573780,340.43,213
573420,1389.05,601
579942,367.39,180
578666,1060.25,645
577542,130.04,94
575695,226.6,94
579274,301.25,158
577143,142.88,70
576239,291.5,94
580553,615.28,408
537054,152.05,82
539259,301.44,236
540093,106.35,25
542229,350.4,207
538895,247.38,370
537448,39.6,6
542125,233.08,110
537829,525.8,260
544668,292.63,111
543232,755.05,185
548715,583.79,407
546437,371.23,311
546215,124.95,87
542715,177.5,114
543594,852.92,496
546479,479.4,187
543242,381.32,208
548741,167.47,79
546118,846.45,212
542892,155.52,432
544638,325.42,252
542919,762.0,370
553838,561.66,434
552558,357.15,203
551218,167.92,126
551539,528.88,368
553940,419.8,250
556491,253.29,251
552822,428.69,290
555930,341.07,283
549285,102.12,97
553922,211.73,134
552166,371.96,308
551655,115.95,79
549720,142.84,56
556109,200.17,67
555363,119.93,49
557114,158.4,144
557962,736.78,465
561081,148.96,108
556527,112.35,64
557614,313.8,636
558924,318.03,245
558027,309.8,236
561389,411.08,128
561032,390.7,62
561120,187.2,90
557857,110.7,78
557632,260.66,116
558351,273.9,106
566298,159.31,170
568325,1064.34,563
564091,432.48,259
564963,237.9,152
565730,347.3,169
566089,998.88,528
565936,829.44,1152
572903,135.55,114
573182,474.74,438
572240,1097.24,634
572320,178.22,74
570224,192.25,128
571463,491.28,377
572133,300.76,179
571275,414.27,173
574351,109.49,159
569472,558.22,375
572521,130.74,134
572887,786.95,213
578914,170.06,96
578834,524.74,183
575627,288.14,342
577985,150.0,117
574949,210.95,139
575713,254.28,148
576463,404.37,301
580389,297.73,119
580653,775.84,322
580318,629.37,295
580282,201.86,76
581381,338.5,161
580978,839.08,552
581068,244.66,177
536386,508.2,236
542909,734.4,96
537346,673.37,503
537817,168.6,76
541011,155.17,85
536778,193.23,125
536425,362.45,137
539637,112.68,50
541113,174.15,27
537605,166.74,52
545909,639.64,522
544283,1131.46,887
545913,431.58,220
548912,463.95,95
546155,394.63,307
550639,314.51,369
553166,306.0,46
555644,423.65,202
556264,532.9,94
551953,593.72,388
557762,507.07,326
558523,2231.3,2105
557878,1110.68,687
561894,494.27,480
561383,445.85,249
562563,302.28,268
564203,241.44,128
565119,422.08,422
565326,120.02,55
567809,709.57,356
566048,322.77,244
566922,680.28,250
568526,614.64,908
568492,173.9,66
569060,227.41,49
566242,160.6,52
566984,440.5,229
568098,315.31,147
563431,110.38,53
564189,312.66,248
568402,180.95,277
568241,780.56,370
567959,728.86,530
568943,506.18,874
569866,1556.42,1038
572066,3091.98,1642
573905,357.21,72
572353,381.0,126
573744,475.24,376
572212,1014.64,1040
572872,267.13,326
577071,1166.7,481
578088,862.2,655
579558,737.8,368
576513,272.63,224
581412,1090.95,692
580311,894.25,460
580137,474.95,220
538268,116.9,52
538008,849.2,557
541816,614.38,365
538871,476.7,186
539636,631.96,234
546498,514.91,152
547580,713.95,259
543809,230.81,91
542806,846.69,260
544943,929.22,358
543462,313.9,130
547084,94.65,39
547563,227.32,238
545522,303.03,149
543272,136.65,61
542864,969.74,690
547048,197.8,73
552467,485.76,260
550134,814.83,441
554118,238.98,190
555164,3623.2,1836
554682,311.5,170
555260,161.87,81
555653,287.19,202
553158,689.42,246
550185,579.0,81
552062,95.56,122
553392,608.16,252
555518,449.38,434
552280,141.86,83
554836,783.67,238
555554,319.0,54
550179,195.68,116
549287,40.41,15
550999,205.7,110
555389,233.75,33
550992,126.32,50
558057,765.79,492
561332,593.74,142
559121,308.18,313
559254,300.03,154
560604,464.72,248
565995,418.34,230
569246,2900.99,710
569024,257.98,126
564372,1114.52,790
565853,413.99,205
568227,182.99,203
568238,348.99,214
565593,344.07,307
565289,731.28,160
565432,242.61,105
565519,1092.35,234
569224,245.09,147
566705,471.84,162
564066,261.82,198
568197,503.6,800
565147,459.92,300
565491,2251.94,1066
574466,335.72,154
574149,774.9,293
570521,1527.96,582
571426,188.55,222
572930,371.87,237
573763,639.6,288
574281,297.91,225
573909,212.12,68
573911,186.05,120
574669,223.08,120
575895,399.09,251
578953,208.71,144
575880,784.46,763
576574,832.01,299
578681,302.34,130
577833,145.65,58
579541,275.14,133
576088,1314.94,340
580108,617.25,117
581420,433.16,432
581493,208.64,203
580281,198.76,81
581165,318.94,264
581105,8345.2,4340
561695,365.1,354
539755,45.35,7
541866,417.31,223
540511,299.89,176
541123,534.57,281
538689,300.92,146
538374,189.92,112
541410,1207.13,617
541567,752.75,386
537780,127.05,51
542131,323.71,327
547801,554.18,418
542724,265.05,151
547568,775.85,301
547038,211.5,66
549257,186.46,85
548718,2183.82,1162
548991,112.49,29
544209,235.79,61
547558,147.0,350
544405,179.6,50
553390,466.28,220
552880,340.34,330
554630,296.32,447
555110,190.21,154
549449,304.33,111
551954,425.4,177
552696,95.94,38
550190,139.05,43
553190,194.79,94
555705,247.61,137
553415,297.38,168
554307,457.68,280
555415,284.85,103
553168,308.3,112
554965,67.15,17
555485,357.3,90
560232,238.4,114
562984,403.05,226
557280,373.5,549
559697,72.38,29
556954,455.3,320
561879,738.06,351
562459,757.2,408
560834,484.4,204
563571,85.13,49
566290,800.9,713
567639,1067.28,532
566451,782.85,468
563723,346.2,212
566558,679.69,361
565327,267.8,132
564159,96.3,54
569650,15643.77,6895
572213,402.58,334
571240,513.6,234
573330,526.55,233
571552,281.42,182
574513,461.16,232
572458,498.74,365
569910,1077.75,570
572451,792.76,470
572847,115.15,55
575183,431.59,188
578295,204.3,74
580109,322.74,110
578701,443.18,242
579405,367.78,338
575207,339.72,224
580543,578.72,286
580891,172.4,158
540519,413.68,230
537867,307.25,75
538662,1822.88,980
538363,156.65,65
538069,414.88,239
537378,784.15,476
542134,300.0,40
536974,336.24,132
536629,22.2,12
541006,323.15,120
545338,338.34,156
547874,193.0,110
542990,141.3,44
543802,522.15,154
544795,432.29,526
548010,2527.94,1070
546951,343.49,277
544105,424.85,210
544398,518.2,321
545429,150.83,67
554933,251.71,172
549982,505.57,323
550129,636.45,317
550796,128.41,76
552884,181.82,83
551550,40.35,9
553402,99.84,124
556461,830.54,558
554369,9.96,12
560911,41.1,23
559916,110.14,58
562209,412.35,153
562369,749.45,245
568667,109.96,44
566923,202.9,42
569222,590.49,217
568590,308.56,486
564738,44.37,23
569983,381.07,190
574100,147.35,104
572282,147.86,84
574323,114.91,59
569527,116.48,92
570864,294.22,194
569409,304.62,142
573996,355.86,302
574706,294.24,232
577009,572.59,164
574934,303.16,180
575751,1674.65,840
578014,149.4,36
574958,260.38,242
575914,432.16,316
580647,446.57,321
569590,302.91,257
574861,166.92,65
545915,329.08,168
537459,178.4,112
538935,186.64,71
536789,22.2,12
541249,109.28,179
540477,304.24,404
542087,459.84,316
541985,207.73,79
538942,101.23,49
539422,190.55,83
539076,391.0,96
537816,129.75,29
542776,312.9,306
546753,309.46,298
544430,5.1,2
542615,14.95,1
547246,596.4,276
544724,182.75,65
544804,346.28,176
547672,264.24,348
544298,790.86,646
549733,309.51,216
552262,862.53,446
552715,305.26,146
555408,390.09,136
551277,416.4,211
555109,322.85,175
551835,411.54,128
555550,486.24,408
551281,126.74,91
549787,180.43,163
554524,17.4,12
550973,875.79,394
549595,903.87,697
554492,131.43,46
557129,462.35,203
562842,245.8,58
562023,258.75,131
559733,309.07,318
562222,832.5,634
559897,660.01,334
557132,368.38,348
562038,219.2,137
556538,426.18,330
558620,150.4,48
561542,532.98,274
561637,428.4,168
561115,252.4,113
563194,320.3,65
568069,795.12,559
567881,524.26,278
564507,222.96,240
564712,385.47,151
568156,506.39,223
564166,455.67,411
563090,389.36,323
566861,59.8,70
567976,259.17,127
566301,114.84,56
568083,310.32,336
564902,314.28,256
572913,856.24,675
569693,250.95,105
571497,540.4,280
573351,196.32,117
571705,1043.78,491
572836,194.21,112
574363,5028.76,1418
576059,357.67,123
576859,495.78,152
577493,211.8,154
577543,285.56,182
576376,383.48,278
580030,312.29,172
579556,118.26,118
578783,364.13,380
579899,251.59,137
581175,10901.54,7366
580865,329.36,457
580981,509.4,336
580514,334.7,159
573161,39.95,1
572232,303.58,160
571839,241.29,187
540345,621.9,130
540278,433.04,224
540247,1044.65,348
536956,304.95,93
539212,298.25,91
539286,252.2,68
538659,585.53,255
540481,165.88,94
540528,136.05,98
539249,314.1,108
542274,339.6,129
546159,223.95,141
547253,687.15,311
546986,780.35,535
546643,542.97,286
548993,3599.38,1626
547507,259.84,376
544659,220.1,55
545309,138.15,49
548512,136.6,40
545037,386.9,66
554695,213.22,107
556284,302.8,94
555573,356.21,244
554083,212.93,190
553093,558.94,406
553385,423.3,375
549789,611.91,569
549323,320.28,310
555736,586.01,538
554938,726.43,651
552644,370.8,56
554756,75.0,32
562448,1327.55,905
557746,163.91,75
557805,344.1,192
561219,301.2,380
562467,205.1,109
556505,462.96,696
561877,483.63,485
568062,505.18,1076
565766,577.55,361
567179,217.93,124
568059,835.57,315
567483,324.14,158
566632,69.6,46
567516,198.44,106
567163,305.07,203
567679,106.39,42
574477,348.33,269
574054,754.64,362
570449,291.4,198
569564,369.41,444
569835,317.69,146
571309,5.93,13
576052,367.34,194
578830,182.15,53
575593,320.07,133
579301,293.15,167
579672,1897.04,1386
578366,298.85,135
577756,340.11,157
575143,260.04,147
575849,216.74,217
577518,126.7,50
578952,156.05,145
580434,85.04,37
581147,236.77,170
580517,557.2,200
545698,225.14,19
539461,244.55,89
539316,97.3,22
537629,356.87,191
539094,157.35,57
542081,15.15,10
543492,168.9,160
547910,455.28,395
542934,991.98,395
547497,776.23,277
548670,206.98,117
547389,292.47,172
547720,420.6,84
542865,117.85,37
545026,247.8,204
551054,437.98,198
551507,340.72,276
555591,430.98,214
554040,362.19,217
556194,319.95,188
549563,113.62,80
555853,235.56,184
553351,311.7,176
555637,371.45,115
551811,756.73,249
554375,245.92,163
552080,404.4,72
556905,319.06,161
558092,172.89,20
562161,264.55,201
562454,312.14,262
562770,1256.95,708
557442,667.72,474
557900,617.7,323
560118,418.96,246
557952,213.45,82
558868,375.22,374
559301,336.8,164
563099,150.6,28
563199,151.0,20
565727,332.89,265
563450,741.4,319
565859,426.07,336
567882,1546.86,956
568868,872.23,441
563035,205.22,72
563201,93.16,33
566083,85.92,96
566717,237.19,107
563374,354.36,248
568173,886.49,644
568658,312.92,116
568997,210.18,84
565937,126.74,52
566250,344.88,120
574544,1931.45,1230
573364,146.32,94
570420,276.9,240
574275,311.73,127
571857,447.61,153
574727,128.54,22
574011,133.08,117
577773,492.18,343
579250,279.05,143
576906,616.48,575
577478,190.72,126
578468,220.62,346
578114,194.41,107
575145,213.5,78
580301,192.08,124
580127,309.2,257
581383,266.64,188
580285,85.1,14
541236,3.35,1
540453,302.45,341
537604,1381.92,516
541282,882.75,304
542422,153.15,51
541658,249.43,210
539826,615.6,167
539225,1491.46,768
541266,880.26,365
539313,312.98,134
539496,269.5,185
541585,275.5,38
540482,285.28,147
538645,310.74,230
545149,251.9,101
549056,123.1,42
543458,152.87,79
544685,666.89,594
546669,965.9,698
547066,562.63,429
544338,311.55,149
546873,326.04,252
545579,387.31,289
547826,197.94,100
552825,578.48,362
553869,848.78,304
552312,214.5,130
554085,182.6,94
551846,419.0,176
555243,153.3,78
549440,173.25,61
551959,112.63,55
560366,487.97,451
556912,288.21,244
560555,99.45,112
562727,462.06,168
562914,203.59,83
557325,325.26,186
556935,360.9,283
557227,23.0,4
562140,95.85,43
561878,189.83,59
561537,469.31,175
564843,211.89,124
565665,488.21,285
569208,324.45,153
566622,405.88,176
564161,241.09,251
568715,171.06,301
566296,202.53,80
568001,277.48,97
569030,2800.0,350
566585,380.76,172
567806,452.84,88
571053,640.5,236
571669,632.01,431
570219,149.68,87
571936,599.42,554
569727,150.25,52
575070,786.69,445
576087,736.58,347
576923,4808.48,2210
575905,491.86,498
576863,251.97,123
574962,1421.67,989
575087,267.6,100
575148,422.45,185
579946,218.94,165
575074,150.04,94
578815,308.64,105
577554,252.83,106
577514,192.19,93
579954,498.44,705
578100,368.14,236
577746,383.99,377
580357,945.13,544
580388,138.35,73
580235,360.0,288
581445,148.4,164
574320,7.8,20
538175,378.0,21
536540,540.38,231
538626,767.6,336
539296,75.78,48
537880,365.8,172
538165,185.82,154
544802,376.74,276
547202,248.2,124
544110,184.18,57
545301,794.06,333
544460,302.37,218
547370,200.52,90
543452,303.0,80
544887,504.56,339
547020,368.36,287
543646,116.8,54
547721,256.78,230
546036,240.1,78
553685,799.38,560
555388,305.85,115
551713,275.93,195
551349,371.4,224
552877,310.56,234
552640,186.91,126
554787,107.67,48
555582,260.57,145
554650,568.74,377
556780,275.14,107
561685,367.4,210
561914,182.66,134
557322,1171.46,1092
559912,357.78,244
558710,26.46,13
557570,329.84,269
561896,408.33,225
558389,242.09,201
563565,946.74,420
568788,123.06,50
567879,534.28,296
567658,203.5,49
567062,842.5,615
563215,193.75,131
569141,441.61,157
563227,640.14,606
573153,8895.76,5205
571221,333.89,188
572762,324.02,380
570668,163.15,54
570821,324.96,108
570422,419.54,363
578852,395.46,266
579446,528.48,368
578945,125.83,71
579515,370.13,238
577721,131.66,92
580102,80.8,32
579125,445.81,511
578370,166.0,83
575166,71.0,108
580399,863.2,525
537831,106.77,39
536514,295.5,118
542423,1131.0,614
538668,110.7,46
540261,730.88,536
541712,123.88,72
542100,257.9,159
538002,363.53,80
538397,3590.59,2409
541594,295.05,243
538636,676.54,272
538785,206.0,76
540267,7011.38,4662
541122,284.62,166
536367,278.73,83
544096,142.4,54
544464,141.69,119
547656,217.56,149
544210,281.12,87
544463,505.82,126
543587,238.85,177
546384,826.07,627
546236,938.39,1005
544180,233.42,280
543478,849.04,392
553920,381.45,115
554134,421.96,306
550124,328.1,114
554842,555.71,251
549691,183.5,134
551124,291.9,130
553214,464.1,298
554000,200.46,147
550949,8.97,19
561645,4345.1,2270
561874,297.32,211
562560,1563.18,739
559550,150.75,64
561795,677.9,503
559330,400.1,303
557274,580.34,356
557770,335.87,429
556906,306.1,166
561671,1746.72,2064
567967,153.9,177
567819,566.23,497
568310,737.92,256
567094,271.11,97
564135,526.72,374
568048,1261.09,717
567661,256.6,157
567470,384.14,292
566969,176.94,182
564848,242.6,188
567372,267.03,187
563849,139.26,82
566254,384.9,90
569363,1315.38,618
574502,107.82,77
569823,202.27,91
570007,330.84,175
573414,261.93,143
574624,538.74,191
574317,370.4,768
573928,599.25,365
569423,489.42,322
570250,104.82,62
574072,385.3,238
569719,788.16,340
574877,291.54,358
575725,1955.68,1103
579284,3337.44,1619
577811,214.71,179
578306,236.34,150
580113,422.52,150
566776,368.37,226
536369,17.85,3
537888,524.35,440
538855,488.09,219
542110,274.74,136
539014,343.26,384
538453,330.92,195
538202,254.57,139
540113,323.87,265
540689,12797.52,4510
547094,922.1,390
546466,368.03,149
547882,539.0,745
548952,427.63,205
546235,115.57,46
547222,175.1,20
545587,281.49,221
546027,444.8,277
546521,679.5,130
544688,312.55,111
555418,1299.04,347
549851,330.62,209
554834,327.6,168
551085,535.97,295
551739,139.84,68
549923,193.62,72
550032,56.86,106
551033,354.26,146
559549,277.6,316
563019,595.72,344
562930,354.68,184
558643,410.9,202
559687,168.95,377
559925,316.85,135
557257,535.86,150
564174,379.27,205
567637,498.62,262
564670,1130.95,694
563555,566.96,374
566163,1304.7,719
567296,339.01,178
563179,608.76,374
569010,5867.08,2720
568588,144.2,88
573814,413.41,461
574315,506.88,183
572203,307.32,176
574104,656.95,376
570425,300.76,336
570421,200.14,172
575896,1136.68,611
577038,401.78,346
577052,382.63,146
577034,843.64,873
577511,165.12,144
578104,308.46,90
578323,212.85,50
575686,347.68,174
576609,279.77,236
580958,162.11,113
580316,660.84,168
581141,315.13,315
579990,353.27,121
536744,379.75,137
541088,692.82,505
538352,173.7,46
536522,188.56,84
538191,5375.28,1559
541844,215.16,128
539053,196.85,68
539050,195.89,134
542277,529.01,191
538903,501.01,229
541214,487.7,198
542786,362.4,256
543651,335.3,272
543737,2355.95,639
544894,553.76,362
545462,535.38,348
547935,240.35,44
543805,130.15,68
543989,14022.92,8384
548012,317.56,118
543002,117.09,97
545019,759.08,813
543935,901.6,136
542598,109.25,29
547834,633.6,252
545684,279.8,76
551998,258.6,235
553653,319.25,398
553404,392.88,228
555634,210.06,88
554077,145.9,42
557472,2862.06,1090
561330,462.75,309
559542,411.77,445
561528,498.04,259
561467,151.95,93
560364,1585.94,480
559536,198.56,235
561796,102.6,46
566773,562.54,178
563950,1127.02,391
567878,290.52,179
568994,361.76,288
563189,412.88,180
563558,1544.01,579
563257,347.16,216
568917,477.14,380
563691,431.11,345
567526,3850.9,1176
573907,299.1,117
571031,166.48,128
570652,1032.7,771
573346,183.22,154
571106,209.4,69
571178,158.75,133
575512,1247.41,786
577056,631.35,171
578369,136.65,59
575499,525.92,262
577028,211.3,94
577680,219.01,129
580822,104.53,275
581310,176.87,91
581130,125.75,85
540059,385.8,264
541288,264.65,135
539311,357.94,386
540512,140.59,81
538799,706.25,225
537463,1033.52,585
542001,723.6,1056
539299,218.85,31
544462,530.79,257
545328,119.65,59
542432,166.8,24
545231,307.62,255
544935,544.03,384
544301,147.33,76
542729,315.57,260
544448,111.88,58
542894,214.45,113
547891,302.22,401
543810,140.35,53
547819,94.19,42
546911,337.71,173
550389,207.24,200
555562,371.51,198
554507,317.16,228
553942,968.5,336
553180,212.4,102
549881,303.34,230
550701,308.55,141
558908,487.02,256
560727,126.58,148
562347,167.32,78
556829,489.31,220
557023,183.95,53
559665,308.75,163
557410,109.58,61
559523,117.86,44
561468,440.7,227
560742,312.9,139
557635,194.89,157
564746,315.72,112
565854,1035.82,650
566094,348.18,227
565413,431.73,233
565475,7335.06,4934
566561,1079.47,972
568662,190.59,74
567666,588.41,340
565444,128.9,34
569533,312.53,186
574714,581.39,429
574741,434.27,267
571430,331.9,74
572195,211.78,68
569832,336.96,600
574341,4557.6,4752
571831,343.94,292
577410,248.85,164
577741,467.11,201
578082,221.36,137
578996,167.96,173
580733,205.94,206
581146,1088.69,902
581196,331.3,324
573486,273.95,273
541814,748.94,430
541973,187.02,445
540682,64.14,150
536698,326.0,144
538240,247.56,124
541987,480.91,257
